City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,nadvoitsy,63.8667,34.3167,56.55,71,47,2.37,RU,1628223711
289,mazatlan,23.2167,-106.4167,85.01,83,75,1.01,MX,1628223712
290,zhenjiang,32.2092,119.4342,87.75,69,28,9.04,CN,1628223714
291,balikpapan,-1.2675,116.8289,85.19,79,20,3.44,ID,1628223715
292,urucui,-7.2294,-44.5561,73.87,43,27,3.53,BR,1628223717
293,kieta,-6.2167,155.6333,83.8,74,96,9.48,PG,1628223719
294,ampanihy,-24.7,44.75,62.28,56,1,5.41,MG,1628223431
295,cortez,37.3489,-108.5859,68.67,42,1,6.91,US,1628223612
296,vincennes,48.85,2.4333,64.0,83,90,1.01,FR,1628223723
297,kungurtug,50.5994,97.5228,62.51,79,94,2.89,RU,1628223724
298,kampene,-3.6,26.6667,71.46,71,52,2.48,CD,1628223726
299,bruchsal,49.1281,8.5836,63.23,95,100,3.76,DE,1628223728
300,rawson,-43.3002,-65.1023,59.02,45,100,8.39,AR,1628223729
301,husavik,66.0449,-17.3389,53.51,89,63,2.77,IS,1628223731
302,smirnykh,49.75,142.8333,56.91,99,100,5.79,RU,1628223732
303,yurino,56.2942,46.3039,65.52,53,46,4.05,RU,1628223734
304,kargil,34.5667,76.1,59.4,33,2,3.58,IN,1628223735
305,kisangani,0.5167,25.2,70.09,95,71,1.95,CD,1628223737
306,cidreira,-30.1811,-50.2056,60.55,94,100,15.52,BR,1628223738
307,angoche,-16.2325,39.9086,69.37,83,8,2.1,MZ,1628223740
308,constitucion,-35.3333,-72.4167,50.29,89,100,2.66,CL,1628223742
309,staryy nadym,65.6118,72.6842,73.67,53,92,6.13,RU,1628223676
310,ushtobe,45.2514,77.9838,83.53,25,12,16.82,KZ,1628223744
311,surt,31.2089,16.5887,84.16,43,0,10.51,LY,1628223746
312,wahpeton,46.2652,-96.6059,68.02,83,40,9.22,US,1628223533
313,kuito,-12.3833,16.9333,49.87,34,0,4.29,AO,1628223749
314,chino valley,34.7575,-112.4538,85.75,44,1,1.99,US,1628223750
315,morehead,37.2711,-87.1764,66.83,95,1,0.0,US,1628223752
316,awjilah,29.1081,21.2869,85.15,18,0,9.57,LY,1628223754
317,yeppoon,-23.1333,150.7333,73.18,45,97,7.67,AU,1628223755
318,ulladulla,-35.35,150.4667,70.88,49,0,7.16,AU,1628223757
319,raudeberg,61.9875,5.1352,58.19,78,100,6.69,NO,1628223758
320,manado,1.487,124.8455,93.97,52,40,3.44,ID,1628223585
321,cururupu,-1.8283,-44.8683,72.59,90,37,1.45,BR,1628223761
322,san jose,37.3394,-121.895,67.14,79,20,8.05,US,1628223488
323,port lincoln,-34.7333,135.8667,58.62,62,96,11.88,AU,1628223764
324,jalu,29.0331,21.5482,84.96,20,0,8.77,LY,1628223766
325,havoysund,70.9963,24.6622,54.48,83,53,3.96,NO,1628223769
326,cuauhtemoc,28.4167,-106.8667,62.73,61,30,2.35,MX,1628223532
327,abu dhabi,24.4667,54.3667,91.51,84,76,2.3,AE,1628223771
328,olds,51.7834,-114.102,74.84,49,60,10.36,CA,1628223773
329,kokstad,-30.5472,29.4241,51.3,44,2,4.97,ZA,1628223775
330,ilulissat,69.2167,-51.1,48.22,76,75,5.75,GL,1628223776
331,kavieng,-2.5744,150.7967,83.64,72,50,13.13,PG,1628223778
332,kysyl-syr,63.8986,122.7617,76.91,28,0,4.81,RU,1628223779
333,molchanovo,57.5817,83.7692,63.07,85,93,4.14,RU,1628223781
334,aasiaat,68.7098,-52.8699,39.87,97,100,12.26,GL,1628223782
335,slantsy,59.1182,28.0914,52.54,79,4,4.74,RU,1628223784
336,marienburg,54.0359,19.0266,64.06,71,100,10.71,PL,1628223786
337,algiers,36.7525,3.042,67.82,83,20,4.61,DZ,1628223619
338,leningradskiy,69.3833,178.4167,39.38,92,84,8.55,RU,1628223790
339,camabatela,-8.1881,15.375,59.11,94,48,3.42,AO,1628223791
340,kidal,18.4411,1.4078,80.8,54,99,12.37,ML,1628223793
341,vernon,50.2581,-119.2691,85.53,31,16,4.61,CA,1628223751
342,korsor,55.3299,11.1386,57.97,69,1,16.62,DK,1628223796
343,bilibino,68.0546,166.4372,72.18,43,9,8.12,RU,1628223797
344,saint-joseph,-21.3667,55.6167,66.58,69,21,9.04,RE,1628223558
345,marystown,47.1666,-55.1483,65.86,100,99,3.0,CA,1628223800
346,palmer,42.1584,-72.3287,66.92,85,90,0.0,US,1628223802
347,buala,-8.145,159.5921,82.58,66,59,8.7,SB,1628223803
348,qasigiannguit,68.8193,-51.1922,48.45,78,100,10.67,GL,1628223805
349,deputatskiy,69.3,139.9,38.34,90,100,5.55,RU,1628223806
350,souillac,-20.5167,57.5167,68.36,88,40,3.44,MU,1628223808
351,gallup,35.5281,-108.7426,76.01,26,1,3.0,US,1628223810
352,tazmalt,36.3868,4.3989,80.01,35,0,1.9,DZ,1628223811
353,banda aceh,5.5577,95.3222,87.55,59,38,14.65,ID,1628223813
354,emerald,-23.5333,148.1667,70.34,31,99,12.68,AU,1628223816
355,townsville,-19.25,146.8,70.68,28,0,11.5,AU,1628223817
356,arnes,60.1211,11.4663,57.4,84,72,2.01,NO,1628223819
357,pitsunda,43.1592,40.3378,77.18,74,19,1.41,GE,1628223820
358,henties bay,-22.116,14.2845,52.86,78,7,3.56,NA,1628223822
359,bocas del toro,9.3333,-82.25,81.07,82,30,3.91,PA,1628223823
360,sao joao da barra,-21.6403,-41.0511,67.87,79,57,6.64,BR,1628223531
361,maykor,59.0059,55.88,58.71,63,36,9.24,RU,1628223828
362,acarau,-2.8856,-40.12,77.79,77,25,14.27,BR,1628223831
363,chatra,24.2167,84.8667,84.18,64,89,0.83,IN,1628223832
364,marsh harbour,26.5412,-77.0636,83.16,78,19,14.05,BS,1628223834
365,nuuk,64.1835,-51.7216,43.41,100,90,19.57,GL,1628223835
366,never,46.9896,3.159,60.55,93,91,11.79,FR,1628223837
367,dali,25.7,100.1833,76.15,64,69,3.49,CN,1628223839
368,baley,51.6,116.6333,73.0,47,12,4.83,RU,1628223840
369,plettenberg bay,-34.0527,23.3716,58.01,91,96,3.33,ZA,1628223842
370,beloha,-25.1667,45.05,61.63,59,0,4.61,MG,1628223843
371,pangnirtung,66.1451,-65.7125,39.9,98,100,7.94,CA,1628223845
372,bjornevatn,69.6672,29.9847,53.22,93,0,4.61,NO,1628223846
373,petropavlovsk-kamchatskiy,53.0452,158.6483,63.19,36,40,15.66,RU,1628223848
374,lazaro cardenas,17.9583,-102.2,78.39,82,88,2.44,MX,1628223849
375,evensk,61.95,159.2333,58.89,57,67,30.56,RU,1628223851
376,kirakira,-10.4544,161.9205,82.36,63,17,7.96,SB,1628223853
377,ngunguru,-35.6167,174.5,61.16,76,63,14.74,NZ,1628223854
378,dwarka,22.2394,68.9678,82.0,78,100,15.37,IN,1628223718
379,falefa,-13.887,-171.588,84.09,83,50,13.02,WS,1628223858
380,rio grande,-32.035,-52.0986,57.94,93,46,14.14,BR,1628223860
381,gushikawa,26.3544,127.8686,87.39,79,40,11.5,JP,1628223861
382,tinyahuarco,-10.75,-76.3,36.19,80,48,2.55,PE,1628223863
383,saint-augustin,51.226,-58.6502,61.56,92,100,14.45,CA,1628223865
384,ilinskiy,55.619,38.1182,62.53,94,0,4.47,RU,1628223866
385,canico,32.6333,-16.85,75.0,91,40,6.91,PT,1628223868
386,mount gambier,-37.8333,140.7667,54.5,73,100,9.22,AU,1628223869
387,ucluelet,48.9329,-125.5528,70.95,83,100,1.99,CA,1628223844
388,santa maria,-29.6842,-53.8069,58.01,89,100,3.67,BR,1628223873
389,silifke,36.3778,33.9344,85.84,54,0,5.99,TR,1628223876
390,olafsvik,64.8945,-23.7142,53.15,84,23,5.21,IS,1628223878
391,batemans bay,-35.7167,150.1833,70.2,47,0,7.2,AU,1628223879
392,morrope,-6.5417,-80.0111,62.82,84,0,12.08,PE,1628223881
393,liku,-0.7275,119.8922,86.05,67,100,1.63,ID,1628223883
394,garca,-22.2106,-49.6561,58.08,66,99,8.05,BR,1628223884
395,ndjole,-0.1783,10.7649,74.53,83,93,2.62,GA,1628223887
396,batticaloa,7.7102,81.6924,86.32,56,100,5.28,LK,1628223889
397,lujan,-34.5703,-59.105,53.94,98,0,7.2,AR,1628223890
398,mandalgovi,45.7625,106.2708,81.36,20,26,17.63,MN,1628223892
399,iqaluit,63.7506,-68.5145,42.53,75,90,8.99,CA,1628223893
400,bengkulu,-3.8004,102.2655,84.09,66,93,2.98,ID,1628223881
401,coroico,-16.1889,-67.7271,54.07,82,0,3.56,BO,1628223897
402,nizhniy tagil,57.9194,59.965,61.05,83,100,6.62,RU,1628223899
403,kindu,-2.95,25.95,70.41,83,69,2.71,CD,1628223901
404,nabire,-3.3667,135.4833,87.91,58,18,4.92,ID,1628223902
405,marawi,7.9986,124.2928,86.23,48,99,4.21,PH,1628223904
406,chilca,-12.5211,-76.7372,62.76,89,16,7.09,PE,1628223905
407,doka,13.5167,35.7667,72.45,82,100,4.92,SD,1628223907
408,abu road,24.4833,72.7833,83.05,71,73,7.74,IN,1628223908
409,chapais,49.7834,-74.8492,62.38,97,96,1.54,CA,1628223911
410,cap malheureux,-19.9842,57.6142,69.48,68,5,4.0,MU,1628223913
411,carnaiba,-8.7,-37.6667,62.74,95,1,7.45,BR,1628223914
412,tshikapa,-6.4167,20.8,69.76,34,0,2.86,CD,1628223916
413,rio bananal,-19.265,-40.3333,61.18,90,44,3.13,BR,1628223918
414,boma,7.0805,-2.1697,68.63,99,88,2.8,GH,1628223919
415,airai,-8.9266,125.4092,74.3,41,77,5.79,TL,1628223878
416,newala,-10.9431,39.2787,60.21,94,34,3.6,TZ,1628223922
417,sao raimundo nonato,-9.0153,-42.6994,71.96,63,7,5.91,BR,1628223924
418,halifax,44.6453,-63.5724,72.41,94,82,5.01,CA,1628223697
419,pagegiai,55.1381,21.9089,54.82,77,100,15.26,LT,1628223927
420,ginir,7.1333,40.7,58.19,73,95,6.24,ET,1628223929
421,geneva,41.8875,-88.3054,77.65,70,20,8.05,US,1628223931
422,shemgang,27.2169,90.6579,76.6,54,62,5.5,BT,1628223933
423,inhambane,-23.865,35.3833,62.83,85,0,4.94,MZ,1628223934
424,montauban,44.0833,1.5,68.11,86,87,4.56,FR,1628223938
425,malacacheta,-17.8422,-42.0767,57.16,95,93,3.74,BR,1628223941
426,srednekolymsk,67.45,153.6833,50.38,72,100,11.01,RU,1628223943
427,buluang,13.3068,123.3425,89.42,60,35,12.91,PH,1628223944
428,byron bay,-28.65,153.6167,71.56,49,38,5.53,AU,1628223895
429,lugoba,-6.45,38.3333,65.08,95,31,2.66,TZ,1628223947
430,litovko,49.2361,135.1742,67.33,90,100,3.76,RU,1628223949
431,ganta,7.3022,-8.5308,67.44,99,99,2.93,LR,1628223950
432,kenai,60.5544,-151.2583,65.03,79,90,9.22,US,1628223952
433,thinadhoo,0.5333,72.9333,82.53,70,100,10.78,MV,1628223953
434,krasnyy chikoy,50.3643,108.7512,78.3,47,90,2.46,RU,1628223955
435,palmas bellas,9.2319,-80.0867,80.26,87,69,5.46,PA,1628223957
436,ribeira brava,32.65,-17.0667,75.0,83,42,3.44,PT,1628223958
437,luanda,-8.8368,13.2343,71.6,88,75,1.14,AO,1628223875
438,pilikwe,-22.799,27.1938,54.7,48,5,4.05,BW,1628223961
439,eslamshahr,35.5605,51.2346,81.84,26,20,4.61,IR,1628223962
440,payakumbuh,-0.2202,100.6308,87.84,47,80,1.72,ID,1628223964
441,ust-maya,60.4167,134.5333,72.12,33,100,13.06,RU,1628223966
442,banjar,-8.19,114.9675,84.06,67,89,3.65,ID,1628223967
443,eldorado,-23.7869,-54.2836,63.91,63,100,9.64,BR,1628223969
444,ancud,-41.8697,-73.8203,50.23,86,100,12.77,CL,1628223826
445,tocopilla,-22.092,-70.1979,61.39,66,2,6.13,CL,1628223713
446,sur,22.5667,59.5289,93.87,48,0,3.76,OM,1628223973
447,iwaki,37.05,140.8833,97.77,63,17,1.01,JP,1628223975
448,naryan-mar,67.6713,53.087,51.39,82,100,10.0,RU,1628223976
449,araouane,18.9048,-3.5265,87.01,41,91,14.07,ML,1628223978
450,luanshya,-13.1367,28.4166,37.56,57,0,4.47,ZM,1628223979
451,diffa,13.3154,12.6113,79.9,66,52,11.9,NE,1628223981
452,cabatuan,10.8794,122.486,88.72,60,77,14.74,PH,1628223982
453,qaqortoq,60.7167,-46.0333,46.9,96,100,3.29,GL,1628223984
454,hualmay,-11.0964,-77.6139,62.62,85,1,9.62,PE,1628223985
455,pisco,-13.7,-76.2167,61.02,82,90,14.97,PE,1628223987
456,muros,42.7762,-9.0603,64.24,91,97,2.75,ES,1628223989
457,izumrud,57.0788,61.3993,62.6,97,100,8.95,RU,1628223990
458,dolores,-36.3132,-57.6792,51.44,97,0,7.76,AR,1628223992
459,shache,38.4167,77.2406,85.5,24,100,2.66,CN,1628223993
460,numan,9.4667,12.0333,73.35,90,97,6.6,NG,1628223995
461,ruwi,23.5996,58.5507,91.09,53,25,8.77,OM,1628223996
462,iquique,-20.2208,-70.1431,59.04,78,31,4.07,CL,1628223736
463,cap-aux-meules,47.3821,-61.8597,68.05,94,90,13.8,CA,1628223999
464,makat,47.6469,53.3463,83.16,32,68,14.74,KZ,1628224001
465,port shepstone,-30.7414,30.455,61.9,74,1,7.02,ZA,1628224003
466,kruisfontein,-34.0033,24.7314,55.89,90,40,6.17,ZA,1628224004
467,santa-maria,41.8762,8.9779,66.06,73,75,6.91,FR,1628224006
468,dodola,6.9833,39.1833,52.66,87,81,2.01,ET,1628224007
469,caravelas,-17.7125,-39.2481,70.5,70,100,9.46,BR,1628223830
470,peterhead,57.5058,-1.7981,60.46,87,100,19.95,GB,1628224010
471,bintulu,3.1667,113.0333,90.01,66,20,3.44,MY,1628224012
472,haines junction,60.7522,-137.5108,64.35,68,91,2.3,CA,1628224013
473,kununurra,-15.7667,128.7333,80.58,14,1,13.8,AU,1628224016
474,ezerelis,54.8833,23.6167,55.74,89,100,14.83,LT,1628224018
475,yaan,7.3833,8.5667,70.16,98,92,3.18,NG,1628224019
476,hong gai,20.956,107.0946,96.71,58,100,4.94,VN,1628224021
477,sao goncalo do sapucai,-21.8922,-45.5953,55.74,74,78,5.91,BR,1628224024
478,goya,-29.14,-59.2626,61.16,58,92,4.12,AR,1628224025
479,uruzgan,32.8333,66.0,79.81,18,0,5.61,AF,1628224027
480,kankan,10.3854,-9.3057,70.0,97,100,6.49,GN,1628224030
481,sayat,38.7839,63.8803,87.67,13,0,17.29,TM,1628224031
482,de aar,-30.6497,24.0123,40.01,43,0,0.87,ZA,1628224033
483,laurens,32.4502,-82.9165,73.78,86,40,0.0,US,1628224034
484,kahului,20.8947,-156.47,79.86,85,40,21.85,US,1628223901
485,avanigadda,16.0215,80.9181,93.34,47,86,14.61,IN,1628224037
486,belmonte,-15.8631,-38.8828,72.1,87,97,12.57,BR,1628224040
487,maldonado,-34.6667,-54.9167,58.39,93,42,10.74,UY,1628224042
488,barra do garcas,-15.89,-52.2567,70.59,38,100,4.27,BR,1628223966
489,jizan,17.3333,42.6667,83.34,62,84,6.82,SA,1628224045
490,samarai,-10.6167,150.6667,77.18,76,98,13.6,PG,1628224046
491,chateaubelair,13.2833,-61.25,79.02,83,19,10.71,VC,1628224048
492,baikunthpur,23.25,82.55,79.2,83,100,6.13,IN,1628224049
493,bandarban,22.1965,92.2262,83.91,97,100,3.78,BD,1628224051
494,peruibe,-24.32,-46.9983,63.19,93,100,1.01,BR,1628224052
495,bambous virieux,-20.3428,57.7575,69.22,88,40,3.44,MU,1628224054
496,millinocket,45.6573,-68.7098,66.22,100,90,0.0,US,1628224055
497,grindavik,63.8424,-22.4338,53.55,100,90,3.44,IS,1628224057
498,beyneu,45.3167,55.2,92.08,19,99,8.77,KZ,1628224059
499,aktau,43.65,51.2,86.58,37,76,6.31,KZ,1628224060
500,chivay,-15.6383,-71.6011,43.88,71,2,1.79,PE,1628224063
501,yinchuan,38.4681,106.2731,84.58,17,100,4.9,CN,1628224065
502,san andres,12.5847,-81.7006,82.42,83,75,11.5,CO,1628224066
503,ouro preto do oeste,-10.7481,-62.2158,75.67,40,33,1.77,BR,1628224068
504,viedma,-40.8135,-62.9967,58.14,43,38,14.85,AR,1628224069
505,orinda,37.8772,-122.1797,65.53,82,1,1.01,US,1628223914
506,urumqi,43.801,87.6005,83.35,23,0,6.71,CN,1628224069
507,wajid,3.8093,43.2471,70.7,77,53,17.74,SO,1628224075
508,zhezkazgan,47.8043,67.7144,84.09,24,28,13.49,KZ,1628223929
509,burns lake,54.2331,-125.7533,60.22,42,94,9.48,CA,1628224078
510,aquiraz,-3.9014,-38.3911,80.69,83,29,12.66,BR,1628224079
511,anzio,41.4853,12.6179,71.85,94,52,2.1,IT,1628224081
512,ust-nera,64.5667,143.2,59.67,42,99,6.69,RU,1628224082
513,ambovombe,-25.1667,46.0833,61.18,69,0,3.33,MG,1628224084
514,santa lucia,27.9117,-15.5407,61.92,88,75,24.16,ES,1628224086
515,coihaique,-45.5752,-72.0662,39.15,93,90,2.3,CL,1628224087
516,kawalu,-7.3817,108.2082,87.4,55,71,2.89,ID,1628224089
517,jonkoping,57.7814,14.1562,56.91,94,20,5.75,SE,1628224090
518,narsaq,60.9167,-46.05,46.62,93,100,1.61,GL,1628224092
519,tuatapere,-46.1333,167.6833,49.82,75,44,6.6,NZ,1628223829
520,aklavik,68.2191,-135.0107,52.63,79,82,19.53,CA,1628223916
521,macklin,52.3334,-109.9348,77.34,40,3,9.69,CA,1628224096
522,nizhniy kuranakh,58.8353,125.4869,71.82,57,100,10.49,RU,1628224097
523,adrar,20.5022,-10.0711,89.33,19,74,8.5,MR,1628224099
524,bonthe,7.5264,-12.505,76.28,81,100,11.18,SL,1628224102
525,coahuayana,18.7333,-103.6833,77.45,91,100,2.26,MX,1628224103
526,kupang,-10.1667,123.5833,86.58,51,20,20.71,ID,1628224105
527,asuncion,-25.3007,-57.6359,62.04,82,75,6.91,PY,1628224107
528,tilichiki,60.4667,166.1,52.3,69,97,23.13,RU,1628224108
529,finnsnes,69.2296,17.9811,54.34,82,100,2.75,NO,1628224110
530,topolobampo,25.6,-109.05,83.05,73,23,8.01,MX,1628224111
531,kailua,21.4022,-157.7394,84.18,69,90,13.8,US,1628224113
532,jibuti,11.5,42.5,89.02,45,86,10.04,DJ,1628224114
533,gisborne,-38.6533,178.0042,56.95,63,40,8.25,NZ,1628224117
534,dabakala,8.3667,-4.4333,70.74,96,88,5.21,CI,1628224119
535,hobyo,5.3505,48.5268,76.41,81,69,24.18,SO,1628224120
536,saint george,37.1041,-113.5841,97.79,15,1,5.01,US,1628223981
537,derzhavinsk,51.1,66.3167,84.94,29,87,14.03,KZ,1628224124
538,latung,5.5,120.8833,84.78,70,26,7.02,PH,1628224126
539,fairbanks,64.8378,-147.7164,82.4,45,1,1.01,US,1628223631
540,hovd,48.0056,91.6419,70.0,24,3,6.85,MN,1628224129
541,mamit,23.9333,92.4833,76.05,92,100,0.43,IN,1628224130
542,wamba,8.9333,8.6,69.73,96,100,4.32,NG,1628224132
543,xiaoshi,41.2971,124.1209,80.62,77,100,6.02,CN,1628224134
544,portland,45.5234,-122.6762,75.18,69,75,1.01,US,1628223611
545,sao jose da coroa grande,-8.8978,-35.1478,73.0,83,8,10.65,BR,1628224137
546,sisimiut,66.9395,-53.6735,44.26,93,100,15.08,GL,1628224138
547,suntar,62.1444,117.6319,77.54,29,100,8.23,RU,1628224079
548,shihezi,44.3,86.0333,85.14,30,0,4.99,CN,1628224141
549,aksarka,66.5606,67.7975,71.85,57,6,9.19,RU,1628224143
550,casa nova,-9.4167,-41.1333,73.38,68,93,23.6,BR,1628224144
551,arcos,-20.2819,-45.5394,60.28,70,79,10.63,BR,1628224146
552,barabinsk,55.3571,78.357,68.67,68,44,10.38,RU,1628224147
553,warrington,53.3925,-2.5802,61.02,96,75,11.5,GB,1628224149
554,saint-pierre,-21.3393,55.4781,68.29,61,20,4.61,RE,1628223909
555,union city,37.5958,-122.0192,67.24,83,90,1.99,US,1628224152
556,ashcroft,50.7165,-121.2859,84.42,36,100,7.18,CA,1628224153
557,alugan,12.2188,125.4808,89.73,56,100,5.95,PH,1628224155
558,areni,39.7191,45.1799,80.96,32,8,3.6,AM,1628224156
559,kurumkan,54.3,110.3,74.68,48,37,3.18,RU,1628224158
560,tokur,53.1333,132.9,54.43,99,100,3.47,RU,1628224160
561,corn island,12.1694,-83.0418,82.13,81,86,13.27,NI,1628224161
562,bichura,50.5881,107.6022,76.42,57,97,2.59,RU,1628224163
563,porto santo,33.072,-16.3415,74.3,94,75,12.66,PT,1628224166
564,kotelnikovo,47.6317,43.1461,77.4,34,78,10.49,RU,1628224167
565,lata,40.1629,-8.3327,64.04,95,76,2.46,PT,1628223837
566,yulara,-25.2406,130.9889,62.44,29,0,13.8,AU,1628223831
567,sauk rapids,45.5919,-94.1661,75.18,74,1,1.01,US,1628224171
568,atasu,48.6814,71.6433,78.93,26,10,5.91,KZ,1628224173
569,kars,40.602,43.095,70.65,82,0,2.3,TR,1628224175
570,gornopravdinsk,60.05,69.9,69.22,66,94,5.23,RU,1628224176
571,masaka,-0.3338,31.7341,63.99,70,60,3.49,UG,1628224178
572,hay river,60.8156,-115.7999,57.18,82,40,5.75,CA,1628224179
573,fairhope,30.523,-87.9033,80.35,90,40,0.0,US,1628224181
574,san carlos de bariloche,-41.1456,-71.3082,44.35,70,40,13.8,AR,1628224182
